build_id,user_id,is_success,num_attempts,num_actions,user_num_prior_description_experiences,user_num_prior_build_experiences,build_time
Vgn2ss6bmePSb6c79Ajx,d8422370-2798-4571-ada2-47553cabb691,True,1,15.0,3,1,127.531
bksJJaFdvX1EIhR8jkst,74cccb96-805d-45bd-a909-112e5af52a6a,True,1,14.0,2,2,37.0
jK0OfCsvQt31uXi63xxC,375514a9-5cc9-440a-b2ca-e25eabbde3f1,True,1,14.0,0,0,36.0
4mrH2BmAjlnvWm0kJltt,be5aa6b9-4319-49a6-88c4-7be9c7181391,True,1,14.0,2,2,28.0
6Fi8JCmQwz2w32xMkI6r,1414b1ca-d8ce-4ffd-b44f-9f6a5a0dd3a8,True,1,14.0,0,2,29.0
SkdsRCvIrN6TbfBi53JB,9a5d046f-bb62-4d64-9f70-a9a20bddaee4,True,1,15.0,2,9,28.0
XvJZx8es5r0RWtdBjPBC,0d7097fd-dd74-4cc4-901a-d2423d0ca473,False,3,84.0,5,3,228.383
aOmPiQRJdsZdOKGsRmIw,c5aa3379-69d2-49e8-a197-47cc809c59e0,True,3,57.0,0,0,152.413
WRKtPWU4C7kphJk2HXv8,48bacc27-5aef-46c6-9db1-e5a8198d8e64,True,1,40.0,0,3,89.071
ipVhv1rLJOQhetNo3ANw,f5b5360a-8d53-4ad9-9bfd-b4b6098febf4,True,3,51.0,3,0,278.91
7BoMcaw9CwQKzOqkxNok,97f03c67-92e7-4382-bce9-cc3f94856e38,True,1,25.0,1,5,336.617
HRLXxHpKPk3Mopz1oBKn,64a4f70f-eb0a-461f-90ca-16bffc7a341f,True,1,25.0,2,3,73.469
g4rrqLeKBafQZuCGLj03,82341bb5-d516-46bf-befd-0629b3c033d7,True,1,27.0,0,8,42.106
EIhSgPAJEPMhe8rUtf36,1cde2893-07ea-40e7-bb57-42f83240bc75,True,1,25.0,3,1,38.008
Bk1SObuc1OMUB4TL47mO,5c042264-4499-465d-a1aa-0863095b93e4,False,3,83.0,2,7,187.0
VSJQ8TUi4R4BSQOKkitQ,1bb08999-b6ef-41cb-a3d3-70ae3d6649f6,False,3,57.0,0,0,315.0
nsnx7NSxnlmLgeMIjp8a,21b9e333-1599-40bc-bf4f-4adfe9e9ccd6,False,3,204.0,1,5,804.668
48WnDzUCuAnfqpyssac7,ef5652c4-e4a9-410a-895c-1746906bc6da,False,3,119.0,1,2,268.0
AmhEZ87t8bnYg45IbgBg,24838c9b-4dda-4580-bb99-326fd3a8bf55,False,3,99.0,0,3,251.0
O1Vjoj7YKuScgCkGFMK1,52ee1f33-b696-4648-b657-6b10a9d447a9,False,3,337.0,0,8,999.279
LB88fnq3VsB2oLTDdNKs,702b44ca-97cd-4507-845e-ff9be6ecf77a,False,3,15.0,4,1,35.187
TjH25u2NmUDLpCa04T7y,f69c1aaa-7747-490f-9062-4e519e0f94eb,False,3,14.0,0,2,256.588
E1HpjRk0em1830ct6ynu,d08f5e89-3073-48d5-9a59-ebec6707a883,False,3,21.0,1,2,101.749
4KOHwf55waVxNQMzG6d0,7bd759be-174f-435e-96ec-d257b3917e7a,True,1,44.0,0,3,153.406
315kZVQJsjyp9LuzTQBp,d84db407-174d-458a-af4e-8ecfe265c1dc,True,2,314.0,0,2,318.951
nGkGOEHOuaHQml9pQNr3,868bda6c-2c23-4434-b5e9-66cfeb5b2e54,False,3,39.0,2,2,789.21
tlGlzXleR48shT5ILOUO,e2c4f97c-33de-442e-b686-2bed46602513,True,1,56.0,0,2,85.649
wHxAEXkzZTChvDtDy7US,264d543f-0a05-44ac-9889-0a11064f7826,False,3,12.0,0,4,288.379
chA9hJNCeqg34FutK5ir,cbedb9de-dc76-4bcc-b4ed-a955c5feeff9,True,1,34.0,0,0,73.603
YsfveUa61kRSuAkrQLGj,e356e896-d9e8-4725-ad5e-d6845a123fe8,False,3,31.0,1,3,214.693
TUV5liNlKJvevjBNUCAC,21185fa9-4926-4ac2-bcc5-0ee031d0f952,True,1,32.0,4,2,79.116
8NRhsLIXMZVqXxbLN56g,4d36e5e8-0767-42d7-9656-55ab8d369861,True,1,14.0,0,2,22.766
nstCrGFmd7yuiK75C4Rm,38066def-6126-41a3-9f83-9f6bb4ccfae2,True,1,16.0,0,2,40.997
vgPtf6bRaeLu3qd4IhFO,bff2be60-b00e-44a9-93d3-7c3fbbfa7f7a,True,1,14.0,0,3,900.33
WlMwA5LmAwTsAw7Eohy8,a0a38fde-6aa3-4593-b803-ca9f0e0e8485,True,1,14.0,0,0,74.675
W8liaau8QjXviiLOlVyE,3f4f7ae1-950c-4c0c-86fe-ae1ecda7b106,True,3,31.0,0,2,140.563
i3byxDilOLu0fJNvYtTH,80a1e27a-8f6a-43c1-970c-7907f4c2d76a,True,1,13.0,1,1,95.983
DaU7HfaGWbEcGH0yvzpp,320a765c-99c7-462f-8018-c2c75b305af9,True,3,11.0,1,3,184.861
Wc5QmaAikxcjrukDuPej,1414b1ca-d8ce-4ffd-b44f-9f6a5a0dd3a8,False,3,68.0,0,0,515.0
64JgpzBHBkyJOz6PeMbc,46b25394-22e4-48cf-8c67-5c7a0890cec6,True,3,151.0,0,0,806.0
FkT5GlsSEoYeyZSLKLbd,397fa792-5ca2-4254-9c92-0ee5984977b6,True,1,56.0,0,1,380.0
n6T3163RS63Fcmhdmzcb,f7cd0834-5550-4133-a58e-ccc9dbe3493a,True,1,62.0,0,4,338.0
9dVoR95reMy6X15qQfXj,83d77060-2afe-4bed-934f-263534bfa6d2,False,3,48.0,0,2,610.647
MAdgKnfkQ8D98cwWmzBF,174e118b-9fa3-4e9e-bc6f-503afa570808,True,1,42.0,0,5,313.504
QkiIxD6TbQ5hlHzxVWrL,9de5160e-eee3-45ff-b4d3-5df78dc2a2df,False,3,11.0,0,4,341.468
CUoikudUSNoYUY01oA1e,bfaf9abf-7bc4-49d7-a8ea-3bf7948760f1,False,3,48.0,0,0,1382.92
jcqFqWGpEAAnL7bxlBnJ,f7c7794c-3fb2-4d6b-b364-8a595e6001d5,False,3,32.0,2,2,139.536
DAj9NgYFmkjkdAkl4mfu,657befc7-a20e-401d-9f38-294da4c25177,False,3,14.0,3,2,90.216
ZBOEJ9BtvcK3he5b8Nf0,f69c1aaa-7747-490f-9062-4e519e0f94eb,False,3,47.0,0,0,263.77
4iGwonze25voprzRH7Ie,9de5160e-eee3-45ff-b4d3-5df78dc2a2df,True,1,52.0,0,6,1311.432
EsNgDnJVITqlx6uL4MdN,174e118b-9fa3-4e9e-bc6f-503afa570808,False,3,38.0,0,7,1373.763
Zs4ced42dwK4a1lg4sNq,96c2b61a-8aef-49e8-b774-861fc7e32daf,False,3,71.0,0,0,377.467
tzH8lLDoSZyNhgOQ5LdU,8bf24ee0-cca0-4c82-a691-de451ea8ad36,False,3,172.0,0,4,695.62
XwrSd5M7kOI1vdMuUMrV,abbe51fe-0e87-4f4e-a9d3-87b523f43df4,False,3,40.0,5,1,84.483
N8UIfahwfknBmmP3ITzP,97f03c67-92e7-4382-bce9-cc3f94856e38,True,2,26.0,1,7,64.248
eTJHPZeujEFlfqP5zSdF,ae2ef78b-d7a4-4391-bfe9-da3088f088b3,True,1,6.0,0,2,33.593
s2osCrG5oJg0nqr11A8y,c40e822b-307d-4d5d-b8cd-e24683308a2a,True,2,7.0,0,1,97.44
vbsCEPkyfY2mWjpmHlLL,89281824-16bf-4596-8c4d-8a9d29825d0f,True,1,6.0,0,2,64.186
NeJSnu8hhszT9SNfRLye,ed789767-806f-4530-b80d-60cb346dec12,True,1,4.0,0,1,66.658
G9pACdWFNnoSpDafVr91,7898977c-bd35-4354-b3fb-f8fc5cf6f6ec,False,3,18.0,0,2,288.896
6nXh1R2WOHcqCCLgjTXa,a818049a-1bb1-4d5d-b65a-f057cea839fa,True,1,11.0,3,2,34.827
CpIokfq8tISFoAw9MSAa,82341bb5-d516-46bf-befd-0629b3c033d7,True,1,10.0,0,5,27.98
q58sKQWjWNpwQS7UgstF,0a0c53c8-72f3-4423-a8a5-f8f107cafab2,False,3,13.0,3,3,253.43
5vogUuRyBad1wNEOwBuZ,a92d39b8-7134-408d-a474-e77250345c15,True,1,12.0,2,1,85.487
UnF0ItYceY2uCUrlCw1z,c1580e40-73e1-4c6e-bee2-beebe9a452fc,False,3,14.0,0,4,602.201
i3oVIfflY2eyy9yAo3h2,5c811e84-a3fa-4b25-9359-8f7a221799dc,True,3,40.0,1,1,59.222
Xh8IXVUhExjGuWzx6LRl,35087e8b-dd04-40c8-a2d0-57e552fcea76,True,1,29.0,1,0,233.925
DrdXhMfRflKGKbhFlEvU,a92d39b8-7134-408d-a474-e77250345c15,False,3,40.0,2,4,582.735
YBdo4npTBMJ3lO6ese9P,231701dd-06c4-4ee3-bc11-87224ab96261,True,1,77.0,0,0,81.766
o8IOUH3bPsaiNQlKKdjX,1a7e1286-ede4-4498-b075-a9297c6d0f2a,False,3,110.0,2,2,352.633
ogR2ZOriDpPtvKcymVCu,6e1816ad-dd89-45ca-9e74-c493e1d66765,True,1,56.0,0,0,104.839
VaxH3VlImmFon8ueLQTi,d08f5e89-3073-48d5-9a59-ebec6707a883,True,2,79.0,0,0,73.403
sstdyUqWKYOcheaRUQzG,0c24d79a-a7a6-4b93-a0a7-66f09e9028ea,True,1,64.0,0,0,86.47
O13VDdqSu2qnqJxl3ciS,15a1ccbb-0651-491c-a867-f1f1dc49611a,False,3,109.0,3,7,189.0
mTyXvUriUH10FQtmJBiM,8777f19d-c4ab-4e86-98a5-fd356d38f6b1,False,3,6.0,0,1,46.0
9lXvKdhUycXcuK2dSES0,6dffaf3b-2a78-4b78-898d-669758c141fd,True,1,20.0,0,3,103.0
CEVgkWrraNnFNQ9nWsRW,4aa64ea3-cd53-4b5f-b0c9-01f50eddf8fe,False,3,56.0,0,5,397.518
JyxUilBuImL3oLOwd6FP,1428d364-ca5c-4587-acba-72950eec0626,False,3,16.0,7,7,79.0
vZ3SEgyukA7RYGmzm4Ro,5c042264-4499-465d-a1aa-0863095b93e4,False,3,22.0,2,2,159.0
wnjXmfjmhTVPZDZbIc09,d6b2086d-3b0a-4931-aff3-4a24cfbe06b7,False,3,10.0,0,0,256.0
du9q37Jl9pxacyX7pO93,74de5320-8dee-4d0a-bdfa-977def4cc285,True,1,18.0,1,0,54.735
eX9pUfU1AJT45HhFrLkM,3c45dc49-c87a-43ba-a565-6297b4adf0d2,True,3,62.0,0,4,545.099
gkbBdxcGTBGmKBXvrfig,01e7cf88-9206-4758-8215-da95cc7ce765,True,1,6.0,0,2,114.496
rjsXBmkbzIELRf2WG75x,51620f18-c88a-4887-8ee1-864146511caa,False,3,130.0,5,5,602.084
T9gIl2jcKhgWqUftuqmx,3fdefe13-f599-4fd6-9fcc-d21aa9937fb4,True,1,7.0,1,4,38.78
kGUhnvagopQdoVfAlCOj,a4c0f3c7-f912-4fa5-b303-f2a655071def,False,3,23.0,2,1,150.345
L0b7dkCf7U5B5QBEO9GA,5315626d-6f4a-40d8-903f-48aa13cd29cf,False,3,38.0,0,2,217.0
Y6B0Wtc6jmHV3kFIf8fx,e02472f6-9727-429a-ac96-eca5d26fc139,True,2,22.0,0,0,119.0
hSCWTlbT7SyefpSuxX1X,74b42734-7c41-4ebc-8a2e-e57e4f0d01a8,True,3,52.0,0,0,165.0
XecLL0BUsUH2mcrdwy5h,ff7049ce-624c-4df7-979a-8ff0daae0a24,True,2,31.0,0,1,333.0
OGwythQuPrt2FrzRTpLl,49419a90-95b6-4ecc-bfc4-1ae226a97242,False,3,64.0,3,3,379.0
LFk9i0DxMAkF08h1J6U3,481bcd74-0af9-47a6-8251-20e1604c4323,False,3,140.0,0,2,373.371
bw51qJf52M13JH6YzTB8,0ffbad1b-713c-4647-a7fe-64f5ead6d562,True,1,56.0,2,2,52.829
YkfHnxuD5sPRUEN3PBcR,67491cb6-c14b-40f1-9501-d3defc6b5b57,False,3,122.0,0,2,193.745
X0Rg7PRvyi1dCHR40DkL,7af830cb-f786-4844-ab9d-01506061abc2,False,3,49.0,6,2,215.561
PqugAn9d8WBZr6pyQlfT,e53506ae-ec0a-4712-9c09-b899903c0527,True,1,53.0,0,3,178.082
5AInyIhinRbHUUg44hud,0618a48b-a59e-47b7-8c87-966cf00ca379,True,2,9.0,0,0,140.0
mwQYrH3NpFnh87lDCh7G,a8d34e84-d545-4892-b7a9-e6d538291098,True,2,21.0,0,3,207.0
ETS2R6ozcDiP9V7ig9gr,443a1d74-f56e-4af9-b780-c7b1e36ac228,True,1,5.0,3,3,84.0
XrMJzEB1WDhOxgGR59m5,6c252cb0-1e57-41b2-8033-4b31c8da1ff7,True,2,,0,3,123.0
qCnLTo6EZfT6ZoLapU08,6cbabb8b-a17d-4328-a4ff-4efe690b31ae,True,1,6.0,0,0,189.0
SRXxs76ZoytPxKTkaqL1,5315626d-6f4a-40d8-903f-48aa13cd29cf,True,1,86.0,0,1,578.0
6dVLQSS0WAU4HsfEOiNO,51620f18-c88a-4887-8ee1-864146511caa,True,1,28.0,0,0,72.573
7AFC89YexC36kfRoTNxw,ed6ef52f-3df9-4412-a775-835e0d43673b,True,1,15.0,3,5,47.158
9mY6bTT8cJa5tl8JUwQf,02162aed-abeb-4b22-b635-be4e7e336a5b,True,1,15.0,0,0,99.587
WcLPqneWINMWo2v7E258,64a4f70f-eb0a-461f-90ca-16bffc7a341f,True,1,14.0,2,6,101.989
3fJd7w3bMh1qzfu1LWAW,e53506ae-ec0a-4712-9c09-b899903c0527,True,1,14.0,0,0,79.38
U8N8wZa6nNzWpNlII7Mn,4dbf6d24-c080-4bc0-9975-2ea8c12da698,False,3,31.0,0,0,717.012
2mxLAkhnyZqpnjGcFzt5,a9bde85c-24dc-4cc9-b468-4da5d097a480,True,1,24.0,1,4,195.027
PHzGctiNdMydMbi1R96q,802855ea-6f38-435d-9460-9deeec39bdff,True,2,17.0,0,0,1890.336
IXuk9ONLVcv0GzVzSoHp,f7b13a26-008d-4d20-a48a-aa5dcb501853,False,3,56.0,1,0,1210.117
2NDSDk5S8c5YVCs4kedL,1300f34a-47c7-494c-bd68-54a7d0652e73,True,1,18.0,0,0,420.158
E8M6gfNgv5iGliOgf9MM,a33564e1-7323-4008-bbce-195a66dc8107,True,1,59.0,4,0,151.116
pcrCczqW4Ii3Z38mGXzZ,6c520731-93b6-4d0f-b4f7-3a7179e9a7e2,True,1,58.0,0,0,79.993
pbbXcq0PaEd17GabxNZE,f76c6f9e-df53-49be-9891-a755572c0f97,True,2,137.0,2,2,261.824
3zGzyvRXknatD6tKyeva,2ebe06c4-ce7b-4615-9812-606d4d95f09b,False,3,127.0,1,1,617.179
z4gNLVKRpxAdJFoMk0AK,47f2d0aa-1cae-4d22-93db-5d138d62315b,False,3,39.0,0,1,120.598
aJrKTsR7dbX7tGCfRE9Y,6dffaf3b-2a78-4b78-898d-669758c141fd,False,3,28.0,0,0,170.0
dhVluqKlREgZESFANt9I,22d2ec70-5aca-4831-8203-7f71439abcfe,False,3,43.0,0,1,261.949
49V8gvlat4t6GJGIdesW,ef5652c4-e4a9-410a-895c-1746906bc6da,False,3,12.0,1,4,121.0
HLl66WlQcx2UKf5f5GgY,15751e80-f881-44ea-825e-d231c9b190b8,True,1,9.0,0,1,115.0
UJIbDscQwiikBhSOgUrF,49ecfe3b-058d-4388-8a13-0caa98cdef7e,False,3,16.0,0,8,137.0
q2ipOuFEewerM228iXFj,e800aec3-0eb9-41ef-a4d7-b0ce43f1951e,False,3,69.0,0,2,232.857
M4qkBT4aNJjaotZNSvgP,a12769b8-ffac-4029-a839-5f72bd28281f,True,2,27.0,1,0,134.972
H64X6FKy3hgWD3X9TZMb,01e7cf88-9206-4758-8215-da95cc7ce765,True,1,16.0,0,0,68.462
zeFmJ8IpPo0N4MU5VYre,5e1188aa-df23-4c0e-83b3-31bf2825e0f5,True,1,14.0,3,1,46.948
4FNvLM3OAvbZYS3IpG47,52817462-9024-42a8-b796-be41cb67bbd8,True,1,14.0,0,0,194.697
8cgS6jGDShJ07m9K52oT,94517ee2-248c-492c-8dad-c079b2cfa45a,False,3,39.0,0,1,221.758
RMwJmEY9e61C2FeZ942J,076ba3e3-212c-4b19-a68a-9887861664eb,True,3,22.0,0,5,106.461
aTlEDRAWJ9xNvAWS6I1s,1e220db3-d5a9-4f3a-b75c-469dd24c8a6b,True,1,16.0,0,2,65.824
cZW7D6IGRnDegwNmM8D9,8d9b7cef-d939-4591-94ca-a5d54b6587ca,True,1,17.0,1,7,59.534
pl4wOf3hIyxzusAk8O6A,22a93d8d-b30d-45e4-a77c-a46cbda0c257,True,1,16.0,3,1,66.391
vzku1GGShZoB8o4CQQPy,0377c816-c36a-44bf-99f0-d9e6b6083fe4,False,3,52.0,2,2,166.099
pneNsPBivcsaLEgRDD2U,48bacc27-5aef-46c6-9db1-e5a8198d8e64,True,1,5.0,0,1,58.801
5NsCmSNcVcXJkj9jraLl,f7c7794c-3fb2-4d6b-b364-8a595e6001d5,True,2,9.0,1,0,69.407
DVTp0NxC2pGa9lElyg8V,c90b4fd0-bf5e-4079-95cb-aafdb2086a49,False,3,16.0,0,1,100.557
KJmAc3pGIVX64BGdRsye,116b7a36-4229-41d6-8b74-9fd738c9a6bc,True,3,28.0,1,4,192.116
fadNcwt8oJ3usiy13JnI,6a803f1a-6c62-492c-81f5-397266042ce0,False,3,25.0,0,1,362.338
57EZXQ19Ni3S4zJeL2mJ,da3f9d6e-60e4-42af-97a9-59edd8efa69e,False,3,30.0,0,0,104.798
yAhlXjmcHWYwHnMrz2hf,de16adcb-eed7-4a1b-983b-f25fd2bc400f,False,3,44.0,4,2,235.929
xB65oOSSBD9HJX9tRciH,40231a71-0ba5-481f-93a0-ffba8d3eeca6,False,3,13.0,0,0,198.576
PQbIAT5ddtx5yWYRtZJx,c5aa3379-69d2-49e8-a197-47cc809c59e0,True,2,13.0,2,3,65.415
NOiO8uBl0mPtpKyjtg38,9c00105d-0260-445a-9b12-8839196d1586,False,3,16.0,0,5,96.692
8pbYKcuETYzXjvbBuSgi,3c45dc49-c87a-43ba-a565-6297b4adf0d2,True,2,31.0,0,11,78.271
BrjSrcLpqjUQ6KMj4UK0,ed6ef52f-3df9-4412-a775-835e0d43673b,True,1,16.0,1,4,44.363
DSMBaJ7hNTsqz4uEnZt5,41e27521-729d-4552-8fef-47ab028fb01a,False,3,33.0,1,8,212.883
jFRtDBcNpWmoX9X3wpyM,afa3828a-0b27-4e51-95d6-8eca06b43922,False,3,20.0,0,7,85.398
2KXPcR4b1kAtZLQQGWCk,139159cc-6d13-4140-b7e0-a625f4f283f5,False,3,26.0,3,1,196.231
VgE3mlcqPKbRKH5E6P1W,0cb5f6c3-7cb0-449a-ba45-c701332f4baa,False,3,36.0,2,6,157.811
iaHvgMHFBsBjABiHAfDz,0a0c53c8-72f3-4423-a8a5-f8f107cafab2,True,1,10.0,1,0,22.938
RCbczzb7ZCJoibvvHQCq,10c2f6a9-488c-4b93-ae34-5649ac377e72,False,3,26.0,0,5,47.869
smSDOoJyXGlUe3knlUiZ,e2a22170-e841-4556-9b2f-fa04b182f016,False,3,13.0,1,1,138.588
t69djKv7XcCH1KsyI1P2,5f4c32a3-6772-438a-8907-801806a528fe,False,3,13.0,0,1,196.851
Xtd8mg5gxAz2YUnqMPPU,26b5b081-d795-44d1-a7f6-e9ad44c68e3f,False,3,28.0,0,2,343.183
aNJCM9cehsNEjtMu0wgV,6ee123ad-fece-432b-8cee-ce1445f33561,False,3,36.0,2,0,592.755
4LQ9siRhFJEqUKGatKkL,8234b343-3063-4518-83a8-b5f12e37ea6d,False,3,25.0,2,5,564.825
LFKCf4GWAWNw9GVR5jS8,5b465a61-7b24-44cf-be46-baf15865ee11,False,3,29.0,0,0,234.1
xVUw9ZsxRZCpw4RPjCoO,f9093948-340d-460c-b9bf-825408693ca4,False,3,22.0,4,1,267.133
wESZYjaMkTpZhw4w4AwU,d40aba9f-0469-4cf0-a827-61fe3cd8b2d4,False,3,12.0,0,1,385.992
ALguourxAKj7UYYx839q,bff2be60-b00e-44a9-93d3-7c3fbbfa7f7a,True,1,16.0,0,5,26.568
L3DjFNUanHkPd4C33CBO,38066def-6126-41a3-9f83-9f6bb4ccfae2,True,1,16.0,0,4,29.619
ParDHu0yexRTyQTCnTu0,75977133-b855-400e-8199-31ce1aa9e31a,False,3,23.0,2,2,221.672
tNDEiMmQaBAsouchnmr1,42aa3772-5319-4a80-aa1a-c9d6568ee88c,False,3,72.0,0,0,359.201
TKWUkf4fcevUKYo5ixm2,34a5c979-0f8e-4c0e-9fdf-b866f1fb8519,False,3,41.0,0,5,183.427
cdd1d8lPePl1ezph9hWM,1f2c8a67-07b9-4b3a-9fb9-7e16b5a24168,True,1,19.0,1,4,67.878
rb9RXW7g89VyiZoMFZf6,4197053b-13fb-484f-b02a-3d61257c5370,True,1,18.0,0,1,137.026
qnKc2hf6mgyvAYDBvOvp,eb6c8fe1-1132-400f-a2dc-3c3c45f2df54,False,3,155.0,2,2,573.669
QFJyKxeVVPkRP9hdSi0i,7bd759be-174f-435e-96ec-d257b3917e7a,True,3,31.0,0,1,165.444
txJX7hsKWMd5wCKzy1PB,8fffc3c4-507a-4754-9715-ea2c46e3e082,False,3,27.0,1,3,1364.88
1PZxLYTa5iD6ZqVUQ2D3,97f03c67-92e7-4382-bce9-cc3f94856e38,False,3,56.0,0,1,271.502
1azSk4UfVuzlJthqu9Jd,e86ff186-a100-4471-84b6-d36339be0d8a,True,1,36.0,3,2,60.555
MJZxdfiiYyWEXXrFz51n,e3d8d5a0-293a-48e7-ae9a-c69e89fa4972,True,1,37.0,0,0,106.836
9fQo65OispwG7iRrtLR9,6e1cba83-6be6-4106-b672-59f8c1a088d8,False,3,30.0,0,0,308.061
Xar3WQuB9lnYoClIjCli,2ae0b257-e1f7-4919-bc11-1b89cffe6de0,True,1,4.0,1,8,119.775
cWZDxYSExhyhmNrlch1C,41e27521-729d-4552-8fef-47ab028fb01a,True,2,8.0,0,0,120.767
BEsv441UBy3C4wG25k5E,4770601c-ade6-4ff1-b659-a77772546454,False,3,28.0,4,6,437.477
ANDSAiAFdddMmKk8tink,b793d038-b65a-463f-b9ff-5d69b1481e05,False,3,73.0,5,1,281.777
4TKRlpUsMs2fm7ObID99,925aa3bb-a02b-4de8-bfe1-2301ec59fdd7,True,1,2.0,4,2,136.33
NbXFnisxAKggL5MebTDr,c1580e40-73e1-4c6e-bee2-beebe9a452fc,True,1,10.0,0,5,98.235
wmginsab1G4fdeX8vXzm,0a0c53c8-72f3-4423-a8a5-f8f107cafab2,True,1,10.0,3,6,33.891
kgEgIiYm5QDsAtcbuwkC,2ade31d9-371a-40a5-b6f9-3d2de2b6980d,True,2,30.0,0,9,86.381
sC7i41qTjr4StWvy8TnS,2e6bfd31-2800-428d-9c83-2e2f754be945,True,1,17.0,1,1,63.905
kWlm52EIlzaUveyBGESQ,d4c612f0-1f3e-4f0a-974a-db68a6b2e184,True,2,17.0,0,0,78.808
YkHz85mimNkx7CoIyuq6,8cf6558a-b21c-4e67-9c3a-171f175dd16a,True,2,35.0,0,1,332.311
TpUVzpHoGNW2vaNLJk80,b46339c2-c2c6-4776-af6b-7e23cf8b01ab,False,3,112.0,0,1,441.131
PdjtcB0Tem6NeZj9RhmD,1583189d-606c-4f9c-85dd-96375188c022,False,3,30.0,0,1,1347.778
2zxoVh7DjsxZZTSvw1jQ,bda40b50-d137-4706-bbdd-f01547d1c862,True,2,15.0,1,0,30.199
Dv390syNorB7CApNjFPQ,22a93d8d-b30d-45e4-a77c-a46cbda0c257,False,3,8.0,3,3,279.771
FM2JAxzgnmfkXDxzA7Lx,076ba3e3-212c-4b19-a68a-9887861664eb,False,3,68.0,0,8,163.047
hFIBbmYBgtLwVUDBrgcB,8d9b7cef-d939-4591-94ca-a5d54b6587ca,True,1,13.0,1,10,23.49
